	ctrl1_Chap	ctrl1_noChap	ctrl2_Chap	ctrl2_noChap	ctrl3_Chap	ctrl3_noChap	pat1_Chap	pat1_noChap	pat2_Chap	pat2_noChap	pat3_Chap	pat3_noChap
ENSG00000198876	363	286	391	290	306	215	330	273	290	315	444	425
ENSG00000165006	813	852	1021	808	522	369	579	732	503	602	713	754
ENSG00000186638	33	37	66	14	14	29	45	26	33	8	58	14
ENSG00000164978	111	106	175	103	85	54	158	139	147	157	251	220
ENSG00000164976	21	11	17	14	16	15	28	18	25	31	29	33
ENSG00000164970	248	279	424	306	458	283	381	438	192	242	283	282
ENSG00000164967	78	78	132	91	71	62	109	123	103	124	167	126
ENSG00000137100	503	472	645	408	442	274	554	439	402	369	572	478
ENSG00000147955	578	521	748	577	544	361	724	658	628	515	895	750
ENSG00000213930	118	87	105	97	65	34	149	127	97	110	140	150
ENSG00000137070	261	314	213	202	291	186	753	791	226	261	445	481
ENSG00000230074	14	16	24	18	18	9	8	26	25	12	36	31
ENSG00000137094	186	147	332	238	248	125	237	250	119	152	226	254
ENSG00000165280	3078	3163	4430	3358	2897	1753	4082	4051	2741	2533	3948	3399
ENSG00000221829	128	98	150	81	73	35	195	132	160	77	172	105
ENSG00000165282	175	167	263	213	269	176	355	288	170	171	259	277
ENSG00000165283	709	562	841	541	534	370	757	625	568	561	798	691
ENSG00000005238	288	241	551	366	699	377	419	382	296	290	459	389
ENSG00000198722	315	296	467	323	383	294	503	454	340	281	347	317
ENSG00000198853	1131	842	2234	1344	2094	1224	1514	1632	1224	1349	2268	2410
ENSG00000107140	443	455	675	471	509	406	490	631	394	429	589	487
ENSG00000137101	88	103	158	81	88	75	97	103	64	101	148	101
ENSG00000159884	152	185	253	212	343	214	195	218	151	192	200	191
ENSG00000137135	141	160	261	179	345	217	196	187	148	160	229	152
ENSG00000107159	8	2	4	2	21	13	1	11	2	11	0	5
ENSG00000198467	13612	10223	16765	12815	28939	19178	9736	8350	5828	6022	7194	6437
ENSG00000137076	11422	9910	15275	11378	18741	11491	12798	12352	5987	5969	9012	8720
ENSG00000107175	532	524	794	542	584	373	548	536	477	466	628	578
ENSG00000070610	410	395	566	359	441	240	607	540	399	390	586	551
ENSG00000107185	594	535	542	435	544	279	507	525	348	341	475	442
ENSG00000215183	105	72	86	73	95	56	97	54	59	41	80	54
ENSG00000228843	26	49	47	28	29	31	37	36	25	30	43	35
ENSG00000159899	579	643	725	612	380	264	779	791	486	505	726	718
ENSG00000137098	42	89	94	49	29	45	69	71	42	53	109	72
ENSG00000137133	69	76	102	76	86	49	87	83	143	100	143	117
ENSG00000137103	195	205	336	219	210	153	316	328	174	207	271	313
ENSG00000196196	18	7	53	27	28	11	17	16	3	2	21	27
ENSG00000122707	3718	3509	3524	2565	598	392	5257	5549	2483	2406	5909	6031
ENSG00000122694	822	610	1040	596	495	316	777	488	432	468	760	670
ENSG00000185972	13	16	25	19	9	7	16	9	17	8	28	19
ENSG00000122705	1028	915	1440	1056	972	778	1161	1015	1031	979	1573	1397
ENSG00000159921	500	451	633	395	413	212	559	571	379	396	540	496
ENSG00000137075	386	285	431	301	353	207	401	403	221	246	303	321
ENSG00000165304	214	100	173	85	94	45	178	57	160	44	147	35
ENSG00000233137	495	593	894	539	616	407	896	758	586	649	846	813
ENSG00000147905	267	207	283	207	184	137	264	286	300	284	379	337
ENSG00000137106	857	784	1184	796	849	528	1156	1038	877	877	1242	995
ENSG00000168795	220	222	203	154	192	121	224	278	117	124	224	219
ENSG00000137054	413	308	386	259	277	213	521	424	295	356	505	410
ENSG00000234160	17	17	18	10	14	2	23	22	13	18	17	13
ENSG00000147912	53	35	74	58	48	27	89	77	87	56	79	69
ENSG00000175768	28	159	229	40	16	91	49	69	20	20	223	31
ENSG00000165275	69	84	101	50	48	42	136	94	87	93	100	115
ENSG00000107371	90	65	85	76	69	33	123	70	102	111	115	120
ENSG00000122741	551	454	599	482	579	339	631	585	379	418	576	514
ENSG00000122696	66	61	142	118	103	60	119	125	92	108	132	119
ENSG00000213839	15	18	34	35	30	20	34	36	22	30	48	31
ENSG00000107338	65	40	85	87	119	51	73	78	62	68	50	63
ENSG00000137124	356	229	1191	922	1090	721	451	373	291	404	538	748
ENSG00000137142	1	0	5	0	18	14	1	1	2	0	3	2
ENSG00000234665	18	8	0	0	0	0	1	1	28	42	22	19
ENSG00000170161	10	8	1	0	0	1	4	5	16	32	15	24
ENSG00000154330	306	249	22	18	1	2	3	4	13	16	3	1
ENSG00000187866	153	115	203	124	124	85	174	155	145	151	198	195
ENSG00000165060	75	60	67	47	39	28	67	42	63	68	103	68
ENSG00000119139	216	333	152	265	239	144	151	446	227	217	145	149
ENSG00000269295	30	43	18	37	30	16	22	45	25	24	28	23
ENSG00000107282	55	43	13	9	32	28	15	12	6	5	9	11
ENSG00000188647	617	551	688	479	482	335	776	707	470	489	684	725
ENSG00000165072	38	25	207	279	108	68	15	19	15	16	53	45
ENSG00000268364	7	13	25	22	14	15	8	9	9	8	13	13
ENSG00000198887	651	636	599	543	542	330	651	751	388	387	545	489
ENSG00000119138	4593	5387	2486	2692	1630	1712	1371	2245	1937	2247	2116	2122
ENSG00000135048	1110	1272	983	725	727	459	698	1070	261	369	336	461
ENSG00000107362	113	148	144	108	130	105	118	153	87	107	143	146
ENSG00000155621	119	79	124	82	74	55	109	105	125	113	168	165
ENSG00000107372	4130	4639	3311	2913	2891	2088	2762	3134	3106	3177	4165	4124
ENSG00000165092	11822	12374	47	60	0	1	3	5	54	85	13	22
ENSG00000135046	9540	8020	9396	6804	5785	3647	6628	5016	7474	9392	9351	8675
ENSG00000198963	39	52	0	1	0	1	1	1	0	0	0	2
ENSG00000135045	61	25	69	58	30	16	57	51	70	36	65	42
ENSG00000156017	170	174	284	187	159	97	264	250	129	147	229	236
ENSG00000106733	130	143	234	152	190	125	179	175	128	164	189	182
ENSG00000134996	240	237	347	197	305	190	219	219	175	183	289	260
ENSG00000099139	137	267	41	51	74	55	131	200	55	108	243	430
ENSG00000135002	230	304	280	261	196	162	198	219	143	195	303	291
ENSG00000187210	445	224	366	274	204	104	221	187	148	164	286	212
ENSG00000106772	467	284	234	249	771	400	231	182	63	68	55	67
ENSG00000197969	614	776	913	710	675	490	935	947	425	523	891	1058
ENSG00000156052	917	860	897	680	1107	850	899	953	551	611	717	784
ENSG00000148019	231	194	261	192	188	196	270	216	183	111	264	189
ENSG00000135069	2665	2439	5511	4330	3425	2409	5288	4624	3659	3644	5624	4555
ENSG00000106829	1044	1025	609	463	592	381	180	224	68	58	67	51
ENSG00000196781	284	401	182	156	30	23	230	233	239	201	338	182
ENSG00000148057	39	28	33	16	22	10	43	56	17	46	75	70
ENSG00000135018	1373	1335	1667	1198	1256	843	1413	1409	1011	967	1545	1274
ENSG00000254473	33	13	22	26	27	8	57	41	21	37	37	28
ENSG00000165115	29	39	37	27	18	17	58	55	29	34	32	43
ENSG00000165118	100	96	217	159	85	63	146	176	182	198	358	327
ENSG00000165119	5183	5004	5999	4149	3978	2518	5656	5212	3494	3467	5608	4618
ENSG00000235298	418	283	325	334	343	144	484	364	243	278	302	348
ENSG00000178966	141	92	125	106	63	49	183	178	156	139	203	167
ENSG00000148053	34	36	122	133	213	145	251	205	224	207	1619	1528
ENSG00000135049	114	94	148	112	267	190	157	152	111	113	130	121
ENSG00000135040	245	202	249	204	199	132	293	236	176	181	232	226
ENSG00000135052	734	630	1164	852	512	373	1440	1301	970	977	1220	1067
ENSG00000135070	267	381	392	270	191	161	236	270	237	250	413	346
ENSG00000083223	393	324	402	303	242	152	392	320	261	309	433	444
ENSG00000180447	889	1006	675	546	230	159	1521	1310	1027	1055	1635	1350
ENSG00000226237	33	37	24	18	4	5	38	43	26	44	40	52
ENSG00000196730	808	902	456	415	258	253	102	152	228	224	850	742
ENSG00000135047	2055	2705	3206	2477	710	579	3030	3457	4013	4488	3736	3775
ENSG00000156345	117	111	107	65	73	52	82	112	80	104	113	118
ENSG00000106723	1590	1474	1601	1193	1056	689	1457	1464	935	903	1182	1177
ENSG00000186354	18	36	4	1	1	3	3	5	3	5	1	1
ENSG00000213694	1577	1862	264	171	58	52	267	159	312	201	113	46
ENSG00000123975	138	122	99	75	71	63	101	50	100	42	107	37
ENSG00000187742	314	284	281	209	220	140	536	499	237	249	347	337
ENSG00000187764	124	157	8	15	4	7	59	58	11	14	16	31
ENSG00000130222	5	11	8	5	5	6	44	47	25	29	29	29
ENSG00000165023	0	0	14	9	0	0	0	2	11	22	19	43
ENSG00000148090	101	119	107	87	51	52	115	115	102	150	144	167
ENSG00000165030	2233	3094	1823	2168	850	927	1152	2389	1341	1989	1984	2326
ENSG00000169071	432	523	274	212	34	24	313	343	88	147	167	235
ENSG00000090054	787	889	922	662	522	342	866	853	578	671	883	820
ENSG00000196305	3935	3749	6475	4938	3904	2502	6199	5507	3740	4018	6189	5511
ENSG00000198000	330	274	413	295	302	197	443	339	327	345	456	447
ENSG00000188312	181	198	202	146	93	78	163	158	121	94	174	109
ENSG00000106809	162	148	25	42	0	0	121	88	101	123	113	95
ENSG00000127083	45	54	73	53	3	0	132	70	57	35	67	43
ENSG00000106819	245	212	236	244	1026	649	396	386	202	266	188	275
ENSG00000106823	497	715	650	653	682	463	844	1073	342	646	556	782
ENSG00000127080	168	222	221	171	130	96	194	206	107	91	168	128
ENSG00000185963	531	479	726	652	723	524	695	643	492	492	710	677
ENSG00000127081	33	41	48	37	26	12	56	54	27	27	40	58
ENSG00000157303	4	2	2	0	0	1	3	0	21	22	14	12
ENSG00000165233	170	149	243	196	191	110	208	227	146	199	207	199
ENSG00000131669	246	371	406	365	104	106	187	272	258	249	369	308
ENSG00000188938	387	316	532	380	400	226	525	489	405	430	565	499
ENSG00000048828	2227	1788	2531	1855	1918	1129	2704	2258	1908	1773	2619	2217
ENSG00000263875	37	63	59	47	41	25	45	45	43	44	75	47
ENSG00000197724	640	729	735	554	513	296	804	776	468	472	707	700
ENSG00000131668	0	0	2	2	158	84	0	3	0	1	1	0
ENSG00000158079	89	66	137	129	125	108	154	151	133	119	180	161
ENSG00000269929	11	25	15	11	9	14	34	22	14	21	34	24
ENSG00000230262	7	23	17	11	14	6	37	23	14	19	20	34
ENSG00000175787	5	9	16	3	12	6	36	18	13	17	19	16
ENSG00000148110	628	660	872	631	522	339	762	739	709	653	1140	1123
ENSG00000148120	304	299	626	441	1060	829	519	495	166	204	263	303
ENSG00000158169	125	83	135	79	63	54	130	126	87	64	149	137
ENSG00000185920	263	245	209	176	52	27	194	257	134	183	201	228
ENSG00000175611	56	72	53	30	26	14	63	41	21	31	30	37
ENSG00000182150	270	237	320	180	143	94	361	249	153	159	241	183
ENSG00000130958	118	128	187	118	97	70	92	104	119	91	162	134
ENSG00000165244	140	46	107	51	14	13	134	41	125	13	131	15
ENSG00000130956	232	226	451	334	246	230	408	283	332	312	493	423
ENSG00000081377	373	426	847	584	229	203	606	688	490	472	728	796
ENSG00000158122	219	279	417	325	124	100	308	316	239	200	364	347
ENSG00000081386	69	59	75	67	33	20	77	90	66	77	100	102
ENSG00000196597	19	18	25	14	13	7	40	30	21	21	29	32
ENSG00000196116	167	151	193	120	144	82	146	130	125	115	149	105
ENSG00000136842	143	140	173	99	95	89	134	147	89	111	152	144
ENSG00000136925	200	199	320	240	223	138	343	327	202	236	299	314
ENSG00000136937	452	417	522	396	418	258	647	519	377	337	547	474
ENSG00000136936	106	113	151	99	71	55	155	131	95	90	147	105
ENSG00000136932	93	96	136	96	68	45	112	93	97	86	124	106
ENSG00000136938	1542	1515	1894	1209	1048	898	1800	1516	1524	1426	2263	1768
ENSG00000095380	512	459	468	371	379	235	484	378	400	358	592	483
ENSG00000106785	338	293	244	147	169	101	181	146	133	105	200	145
ENSG00000106789	18	15	7	2	24	17	4	11	5	8	8	5
ENSG00000095383	319	338	638	370	334	212	174	179	259	268	241	234
ENSG00000136928	38	36	170	132	21	11	46	18	9	4	58	14
ENSG00000165138	406	433	440	317	339	246	541	506	338	386	687	538
ENSG00000119514	83	57	75	53	9	6	95	48	405	299	1058	992
ENSG00000267026	24	15	25	19	5	0	44	16	127	109	379	297
ENSG00000204291	8559	8042	9384	10025	1416	894	15971	15045	11982	9860	21299	19102
ENSG00000270412	13	4	23	10	2	1	23	26	26	30	57	42
ENSG00000106799	2806	2603	2018	1643	4713	3231	2854	3401	745	771	1382	1563
ENSG00000119523	458	454	686	566	398	218	586	689	432	561	658	714
ENSG00000106803	752	696	1116	823	717	442	877	844	749	819	1225	1083
ENSG00000119508	1470	1533	597	553	92	154	518	1043	856	700	1058	689
ENSG00000136874	144	141	157	134	123	87	157	198	127	98	149	165
ENSG00000023318	938	1049	1147	880	624	355	1078	1181	807	963	1082	1075
ENSG00000119509	170	180	180	147	126	80	175	192	123	114	168	215
ENSG00000136891	347	370	432	293	199	163	403	347	239	253	352	345
ENSG00000066697	361	458	503	374	444	397	416	434	243	237	434	301
ENSG00000170681	6	10	16	13	14	5	26	24	7	11	9	9
ENSG00000136897	153	119	182	119	100	68	149	121	125	122	181	162
ENSG00000136870	117	68	153	75	89	41	155	125	106	117	155	161
ENSG00000165152	188	185	136	81	190	150	186	174	48	51	97	103
ENSG00000155827	583	509	656	500	538	319	664	604	451	497	757	610
ENSG00000136824	370	248	380	237	209	134	412	252	300	182	326	194
ENSG00000136783	269	244	376	273	317	260	348	332	293	290	394	366
ENSG00000165028	35	40	14	15	10	13	30	42	23	25	20	34
ENSG00000165029	442	597	714	721	218	237	286	544	452	761	381	679
ENSG00000070214	956	928	1455	1126	439	273	1303	1120	1013	1008	1173	1079
ENSG00000106701	53	39	61	67	48	32	141	84	46	44	66	73
ENSG00000106692	390	318	320	277	242	178	540	426	295	294	395	389
ENSG00000095209	59	79	135	102	64	61	117	117	92	103	116	82
ENSG00000148143	44	53	82	70	18	8	111	133	112	166	184	169
ENSG00000119318	2918	2575	5657	4054	2754	1681	3745	3934	2886	3297	3522	3362
ENSG00000136826	2923	2616	2482	2021	791	717	2147	2105	2655	1906	2822	2172
ENSG00000070061	566	482	473	422	470	278	566	514	392	352	454	425
ENSG00000119328	154	139	196	150	81	52	187	165	178	178	198	197
ENSG00000119326	1228	938	743	528	406	284	527	523	429	428	295	230
ENSG00000106771	800	737	818	612	868	575	839	777	530	504	700	721
ENSG00000070159	15	14	9	7	45	25	11	1	2	3	6	1
ENSG00000243444	50	34	104	88	42	47	107	92	29	26	37	64
ENSG00000136810	1288	1542	1745	932	969	713	1016	970	1479	1434	1998	1321
ENSG00000165124	7428	9891	2579	2986	134	91	6792	10294	3561	5171	6779	10130
ENSG00000198121	1759	1474	1681	1304	487	306	1579	1537	2214	2363	3476	3158
ENSG00000136813	1662	1675	1926	1412	1475	1051	2215	2108	1300	1267	1772	1625
ENSG00000106853	528	402	398	328	291	193	640	509	353	365	591	426
ENSG00000059769	121	130	182	172	104	55	146	247	93	106	174	162
ENSG00000242616	2	108	115	2	5	50	7	4	3	4	80	4
ENSG00000148154	2332	2273	3012	2168	1118	820	3262	3779	1326	1240	1996	1658
ENSG00000259953	26	36	27	25	8	12	28	32	18	8	42	33
ENSG00000106868	168	207	141	128	113	81	166	169	97	100	183	189
ENSG00000119314	849	721	1242	875	983	676	1183	1311	485	562	878	1003
ENSG00000119471	479	508	457	307	244	161	579	493	550	582	706	577
ENSG00000165185	76	72	64	79	51	41	146	153	24	35	36	47
ENSG00000148153	190	148	298	199	176	101	256	204	209	195	257	197
ENSG00000148158	525	390	573	420	581	385	651	490	308	284	449	385
ENSG00000228623	51	43	27	15	31	34	25	28	19	27	16	12
ENSG00000136866	35	37	30	41	20	15	55	62	45	49	49	43
ENSG00000136867	61	56	146	110	36	37	71	90	103	83	121	102
ENSG00000119321	602	588	921	593	463	321	756	648	536	582	765	771
ENSG00000136868	622	546	970	774	498	319	821	736	601	686	997	928
ENSG00000176386	27	55	39	25	14	22	15	17	22	23	62	22
ENSG00000136875	381	240	429	248	273	163	412	314	331	266	410	314
ENSG00000148225	60	56	38	41	24	12	71	66	54	57	82	76
ENSG00000119431	48	45	29	31	41	41	59	53	41	64	99	129
ENSG00000148218	508	443	529	314	305	189	594	476	375	354	617	647
ENSG00000148229	399	475	583	443	398	319	592	599	338	358	599	475
ENSG00000157653	25	17	34	33	36	14	42	45	18	19	31	34
ENSG00000138835	1091	981	1130	521	534	449	870	832	280	230	412	411
ENSG00000157657	470	498	347	351	162	114	370	484	232	297	395	448
ENSG00000196739	632	952	683	693	457	408	666	729	242	406	336	405
ENSG00000106948	485	607	567	536	201	209	928	1074	408	549	910	837
ENSG00000095397	53	69	80	77	30	23	113	125	75	86	93	88
ENSG00000136888	679	870	1052	809	654	470	703	831	650	733	994	1004
ENSG00000157693	216	196	315	245	202	149	253	281	176	203	275	310
ENSG00000181634	1	2	15	9	1	1	0	1	14	16	10	2
ENSG00000041982	7815	7382	62123	62241	10630	4639	70844	88244	4917	10473	10933	25419
ENSG00000182752	2218	2992	4274	4033	5158	3869	5846	6519	2824	3260	3971	5587
ENSG00000256040	608	888	1299	1251	1444	1163	1689	1924	841	1041	1132	1726
ENSG00000148219	49	58	65	66	50	26	59	53	39	39	70	47
ENSG00000119401	270	189	396	246	482	252	299	241	213	238	325	310
ENSG00000136869	96	153	149	137	87	61	13	26	64	77	44	76
ENSG00000078725	163	309	119	179	2	7	229	642	23	75	40	131
ENSG00000136861	887	1023	1069	905	498	360	1098	1372	697	912	846	1036
ENSG00000106780	272	272	216	177	157	139	202	247	176	174	192	229
ENSG00000119402	834	666	875	632	574	427	1007	817	688	643	1005	874
ENSG00000214654	13	10	14	8	13	3	25	17	13	15	16	22
ENSG00000095261	517	443	509	345	363	271	493	476	408	434	511	494
ENSG00000226752	117	94	51	32	81	66	92	49	64	63	68	70
ENSG00000119403	345	247	289	177	306	215	373	224	296	207	351	266
ENSG00000056558	30	52	66	46	82	68	75	87	77	81	126	126
ENSG00000106804	100	86	51	29	24	9	110	78	85	64	97	82
ENSG00000119397	147	103	106	59	38	33	214	133	102	82	135	120
ENSG00000119396	1020	972	1391	996	919	623	1218	1129	852	857	1234	1044
ENSG00000148180	4261	3900	6280	4793	6012	3957	4931	4582	4576	4313	7744	6619
ENSG00000235865	267	49	105	210	305	39	243	179	144	115	58	142
ENSG00000148175	2262	2691	1928	1632	1728	1511	1493	2124	1269	1673	2437	3743
ENSG00000267987	280	272	148	213	203	140	197	226	127	196	219	432
ENSG00000136848	721	692	706	606	699	557	625	722	315	283	515	476
ENSG00000261534	33	38	65	60	28	13	60	54	48	34	65	59
ENSG00000175764	27	32	72	43	30	13	73	54	32	29	61	36
ENSG00000119421	276	199	384	270	339	219	277	221	313	281	354	332
ENSG00000119446	314	329	457	327	246	196	380	371	294	327	497	446
ENSG00000148187	159	116	200	159	135	70	259	204	180	205	226	227
ENSG00000095303	1325	1213	839	581	151	112	303	203	540	627	1510	1825
ENSG00000269738	20	22	14	12	0	5	10	3	10	9	25	17
ENSG00000228914	5	11	34	31	0	1	10	16	0	7	9	9
ENSG00000136940	259	209	359	213	219	129	296	270	199	243	334	287
ENSG00000056586	853	603	928	579	947	577	935	900	547	506	832	872
ENSG00000186130	85	41	93	51	103	29	108	62	82	110	130	123
ENSG00000171448	69	62	80	46	53	35	110	73	42	50	65	74
ENSG00000011454	1052	925	2099	1466	3461	2516	1805	1598	1352	1284	1413	1219
ENSG00000165209	63	45	64	53	81	59	101	85	49	39	74	42
ENSG00000148204	47	31	34	20	16	9	35	49	28	23	36	31
ENSG00000119522	534	473	444	345	388	240	377	388	261	236	318	284
ENSG00000119408	600	528	1042	593	498	344	778	703	508	495	523	606
ENSG00000136930	1111	1006	1474	982	989	682	1190	1120	1081	1058	1482	1202
ENSG00000224020	3	3	25	7	10	14	6	5	4	2	3	5
ENSG00000185585	341	296	242	181	240	145	846	563	247	84	291	47
ENSG00000136942	2495	2431	3910	2506	2160	1529	2905	2497	2745	2683	4076	3121
ENSG00000136950	305	351	328	246	193	176	346	326	235	214	384	297
ENSG00000136935	343	288	254	184	311	231	392	349	258	266	417	376
ENSG00000173611	142	142	112	110	74	49	144	142	108	78	133	136
ENSG00000119414	583	542	764	534	519	407	614	625	521	484	684	676
ENSG00000136933	215	191	259	226	187	120	259	228	211	224	287	197
ENSG00000044574	9406	10604	13134	10512	9303	5188	13060	12377	8330	11826	14639	12668
ENSG00000165219	510	563	753	538	545	404	682	716	415	441	660	616
ENSG00000119487	1018	983	1337	915	1055	695	1026	999	742	687	1008	838
ENSG00000167081	400	358	382	237	259	209	270	219	153	123	129	113
ENSG00000196814	160	142	163	129	108	66	167	188	108	75	159	148
ENSG00000169155	231	372	271	237	172	135	305	356	189	235	238	288
ENSG00000177125	209	130	159	121	121	72	196	177	110	133	159	154
ENSG00000136828	33	37	47	28	30	21	60	69	29	20	39	26
ENSG00000136859	2896	3981	3081	2799	531	673	2554	4366	3800	4558	4118	5134
ENSG00000136895	33	35	15	11	11	12	16	22	5	2	4	8
ENSG00000136856	63	82	34	26	53	47	38	48	7	5	19	12
ENSG00000196152	25	15	59	31	25	14	37	27	38	36	44	44
ENSG00000197958	2230	3247	4319	1818	1668	1913	2346	2196	2062	2212	5032	2902
ENSG00000148356	217	180	217	177	261	159	258	244	170	174	301	208
ENSG00000136830	6516	5823	7014	4894	4097	2493	5416	5526	3170	2995	4007	3658
ENSG00000136854	531	594	781	609	560	353	528	680	580	740	844	817
ENSG00000264329	19	17	20	12	18	10	6	17	13	18	10	21
ENSG00000187024	45	40	81	45	49	21	59	55	52	49	83	56
ENSG00000160401	51	61	82	70	61	47	70	51	43	41	75	63
ENSG00000160404	73	57	62	54	35	25	60	88	53	50	58	57
ENSG00000136807	499	542	747	535	403	341	611	780	499	531	688	602
ENSG00000136877	473	488	578	434	526	350	577	643	340	389	547	501
ENSG00000106991	1948	2317	3551	2673	1223	759	2604	2277	2748	3036	4218	4419
ENSG00000225032	296	484	617	418	206	145	391	422	464	510	765	792
ENSG00000106992	58	86	97	87	53	38	106	113	121	152	98	125
ENSG00000160408	915	1176	1437	890	759	632	981	1163	819	766	1127	1016
ENSG00000136840	241	249	396	291	185	116	277	284	306	326	449	381
ENSG00000167103	22	21	26	16	31	26	37	28	43	42	79	44
ENSG00000227218	9	16	17	16	7	18	12	30	24	16	52	16
ENSG00000136908	212	184	331	211	284	211	273	258	284	228	383	296
ENSG00000167106	468	541	680	628	482	372	641	637	745	768	1143	1066
ENSG00000171169	92	82	121	71	97	51	102	81	96	80	137	111
ENSG00000148339	1161	1322	873	871	610	517	936	1326	452	646	912	961
ENSG00000269988	126	217	141	96	95	79	90	171	47	88	155	119
ENSG00000234771	27	32	39	39	21	30	81	95	22	32	45	63
ENSG00000148334	220	220	368	253	335	275	411	316	238	266	392	330
ENSG00000171159	164	131	242	175	181	117	190	126	172	194	262	191
ENSG00000148337	1329	1278	1780	1198	1282	977	1718	1477	1361	1185	1908	1444
ENSG00000106976	731	759	830	536	79	35	1699	1174	768	664	1139	819
ENSG00000167110	1489	1460	2366	1531	1578	959	2297	2177	1346	1517	2064	1918
ENSG00000175854	116	84	169	116	126	71	164	151	210	179	223	232
ENSG00000167112	226	203	241	174	216	157	243	216	221	196	281	228
ENSG00000167113	189	183	287	183	174	96	335	292	236	215	342	314
ENSG00000167114	218	219	311	263	320	207	338	284	210	184	315	295
